Date,MMM,AXP,AMGN,AAPL,CAT,CVX,CSCO,HON,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,NKE,CRM,BA,KO,GS,HD,PG,TRV,DIS,UNH,VZ,V,WBA,WMT
2010-02-28,0.0023149360245844353,0.014073343890606216,-0.031976962467318515,0.0653963910037294,0.09207551002943082,0.012090818359355104,0.08277712073873511,0.04749302643679565,0.06671258460520635,0.043620263417670335,0.009895623578135115,0.07781245088034439,0.03143761362342401,-0.0340496338480899,0.02214556780439847,0.06039183948793014,0.06923679119584158,0.04935970497547326,-0.028202748794736276,0.053662113040677584,0.11388808981150222,0.028107812581623648,0.03789187260314386,0.05719103869800435,0.02606061054963882,-0.01665592792182391,0.04118258228477467,-0.018424107932973444,0.011978208351997699
2010-03-31,0.04266986696025832,0.08509616819733146,0.05705710504982209,0.14847012793066194,0.10166516166686845,0.04882361452868733,0.06987261929951516,0.1272410663426935,0.08572794507849668,0.008571859641454793,0.03492070900035227,0.06623724001885667,0.04494927892679201,0.02334877870641794,0.021625504681785257,0.09163622684365436,0.09565849875460497,0.14962022096822447,0.051785855746383946,0.09133358245179424,0.04457205345068527,-0.00015834967703620695,0.03198386654519392,0.11747756273270249,-0.035144763041837446,0.07224374986209714,0.06742488005724034,0.05249700977329885,0.03409252230774951
2010-04-30,0.06102690485260598,0.11778935978524263,-0.042279491074105335,0.11102131677120619,0.09013092378496057,0.07398206112164218,0.034575898362340096,0.04859684818998544,0.02467489090920405,0.005848024718121847,-0.01380379260122877,-0.047427642191542274,0.058003989519379795,-0.06184760119061905,0.042676778479987076,0.032789226016891826,0.1497650296979507,-0.0024789270442510114,-0.028182102074272852,-0.14903617157321858,0.08902598237485626,-0.009982400299991423,-0.059324577842244874,0.05528473498457154,-0.07138486518157916,-0.05393997459133837,-0.008787700884511862,-0.052305043236310356,-0.03525225317471725
2010-05-31,-0.09993597619686168,-0.13551585155075152,-0.09649275553998737,-0.016124788299486603,-0.10765154499083829,-0.08448278667698583,-0.13999275577550474,-0.09296145429904412,-0.05555726868667432,-0.024015141577576782,-0.0850307651185157,-0.07045533928850278,-0.04473955061636814,-0.03852707743072459,-0.1513944886874813,-0.04650287359508487,0.010864421172825045,-0.10876082086090533,-0.03835328266939597,-0.003988666741737701,-0.03888679026486297,-0.017213937041949512,-0.025029931274641926,-0.09283366247587843,-0.040910361910960646,-0.04775091851479052,-0.19574654161804061,-0.08494152685424816,-0.05194411768756846
2010-06-30,-0.004034539315458607,0.00022691821810472135,0.015836227900283717,-0.020826796650912693,-0.011356566612312546,-0.0813590490369589,-0.07987913468419516,-0.08744440132444808,-0.09196959211753464,-0.01421029534592766,0.013035857292437392,-0.07503786410733038,-0.014954627693735234,0.04950337516344794,-0.10813948320633016,-0.06326636013539322,-0.0082051553467557,-0.022281045474468186,-0.016653831525337948,-0.0900460747557632,-0.1651796107654545,-0.01816972732906519,0.0030333015589250056,-0.05745046509667262,-0.01894829672707199,0.0181686100319014,-0.023599807291056263,-0.16666673135229704,-0.04924809968096111
2010-07-31,0.08292162763850364,0.12443326305168623,0.036691604510836306,0.02274118994693919,0.16887861312015295,0.12304800829792262,0.08259032261879828,0.09813007071828861,0.05912566465057112,0.039844467806402495,-0.016424202644212516,0.10175024187517545,0.05860075013086519,-0.014584415578364984,0.12168602785514104,0.09015531139879185,0.15299468481688483,0.08589647992677008,0.09956117905435491,0.1489294000290815,0.01567483414044557,0.02765320890146472,0.024365559463766173,0.06952380992595275,0.07218304331540026,0.125895908209118,0.03674928726667215,0.0692884453317244,0.06490554937029502
2010-08-31,-0.0759471036589221,-0.10685473643088972,-0.06400116866808159,-0.055005465336236736,-0.06580642415818072,-0.018858927590035157,-0.13350649885571741,-0.08210041117146627,-0.13568942947471552,-0.03629201049188591,-0.009162597623645574,-0.09731873243553124,0.05560214886323123,0.020313810823139322,-0.08581130731381725,-0.04942983386844457,0.11045985327828345,-0.09742515967534549,0.013971816411324056,-0.08981685035854925,-0.015904288909925346,-0.024362336579731192,-0.02893942320399301,-0.03413466783510588,0.04170783788244603,0.01617378850666462,-0.05801319802036642,-0.05261272962453967,-0.014795221152929083
2010-09-30,0.10388283586944014,0.05417617459412516,0.07974171544016762,0.16721545830258266,0.2074891821394904,0.0940874748206939,0.09554768195873242,0.12493635442800688,0.08658720402799336,0.08941800217950435,0.08663666671502379,0.04675514469065756,0.01984644642158062,0.05789702789825957,0.04345921742649361,0.1491591657027822,0.01747354914722843,0.08849979193886104,0.055177899221517945,0.055867977470225316,0.1387489853532038,0.005027971752266769,0.07117513015990773,0.017209401282305192,0.11095500751434373,0.10362305038189601,0.07654407556294074,0.2462792471705797,0.06741095569586886
2010-10-31,-0.02871629677032983,-0.008901491135586692,0.03774251616707702,0.0607230452183396,0.004485890271785031,0.019124074016675374,0.04383552565088267,0.07214374700251747,0.044270757357316004,0.07052283235342194,0.02872838556172619,-0.010022601937009545,0.0437523566218283,-0.013583570901569031,0.08901630009843453,0.016220748373714677,0.03819315932848988,0.06161717360372543,0.04784704686989483,0.11446897298668257,-0.024621415996489926,0.0681790170893255,0.05950055649290231,0.09154058783633046,0.02677290927220133,0.01132659217920895,0.052518046940099206,0.011343976994243166,0.012145089037985723
2010-11-30,0.0034035853754150747,0.042451075653523684,-0.0786852828870993,0.03378914566894631,0.07633626243453806,-0.011345532113455348,-0.16185463843049108,0.061831807956812534,0.06362413465951233,-0.010525361886281392,-0.026049228827040083,-0.0061123452953089075,0.014696261155139112,-0.05067482777393428,-0.04704874466910258,0.05758876900115162,0.19944853756531655,-0.09178726216836619,0.03728859325516276,-0.028834223433363393,-0.014753515368416181,-0.039326537611163115,-0.021920294674692475,0.010517754278459579,0.013037537147927436,-0.014471035000201415,-0.05324929589713312,0.03376346090224103,-0.0014765709526874948
